Setup,Learning Mode,Punishment,Alpha,Beta,Average Loss,Last Epoch Loss,is Loss min,Task Converge,Task Fail Percentage,Safe Converge,Safe Fail Percentage,Average Time,Last Epoch Time,Average Energy,Last Epoch Energy,Average Reward,Total Reward,First 10 Avg Time,Mid 10 Avg Time,Last 10 Avg Time,First 10 Avg Energy,Mid 10 Avg Energy,Last 10 Avg Energy,"First 10 (total, task, safe) Fail","Mid 10 (total, task, safe) Fail","Last 10 (total, task, safe) Fail"
0,0,10,1,1,-24.377747,-48.163216,0,9857,0.0415958404159584,9923,0.0291970802919708,0.3301224694865212,0.4424080025,0.0122431039573449,0.0078392428985902,-0.3423655734438692,-4.502472453985902,0.1354073765475238,0.3841337299999999,0.3457934945,0.053829140054145,0.0084048771096204,0.0084296171625151,"[7, 0.4, 0.3]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
0,1,10,1,1,-7.70677,-18.815758,0,9972,0.057994200579942,9925,0.033996600339966,0.3263791989429691,0.4274553025,0.0131108058140981,0.0075217302793775,-0.3394900047570673,-4.349770327793776,0.1138248297312142,0.3874899625,0.3761313874999999,0.0461265873049527,0.0078856717910849,0.0078809059912665,"[10, 0.6, 0.4]","[1, 0.0, 0.1]","[0, 0.0, 0.0]"
0,2,10,1,1,-5.9555016,-11.896693,0,9937,0.0607939206079392,9955,0.0354964503549645,0.2974511777223407,0.2732291575,0.014320007209151,0.0056864737621696,-0.3117711849314932,-2.7891563126216963,0.133208177006119,0.30966504107,0.288724651875,0.0503816609182288,0.0092679144240151,0.0096546360208259,"[11, 0.6, 0.5]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
0,0,100,1,1,-23.90619,-36.307964,0,9630,0.0433956604339566,9888,0.0281971802819718,0.3241765431755654,0.2860489260166666,0.0122129055765488,0.0171468797415374,-0.3363894487521146,-3.0319580575820417,0.160687065505,0.31296390932,0.2990063498516666,0.0422808406196451,0.0094099794048897,0.0094283373434694,"[13, 1.0, 0.3]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
0,1,100,1,1,-7.573538,-17.19182,0,9937,0.0575942405759424,9386,0.0374962503749625,0.3215750217025795,0.3544422774999999,0.0139877230181389,0.0071455990832239,-0.33556274472072,-3.6158787658322393,0.1863595564257381,0.3163134666883333,0.31667658575,0.0412972596773328,0.0093386015227194,0.0084573282328956,"[10, 0.8, 0.2]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
0,2,100,1,1,-7.446058,-12.413019,0,10000,0.0592940705929407,9613,0.0307969203079692,0.3217484601529114,0.2757477775,0.0132759039076303,0.0058363582177677,-0.3350243640605409,-2.815841357177677,0.1161029690325238,0.288084356,0.30566699575,0.0507067191006574,0.009689714657071,0.0082907138265718,"[7, 0.3, 0.4]","[0, 0.0, 0.0]","[2, 0.2, 0.0]"
0,0,1000,1,1,-32.976627,-63.25763,0,9954,0.0427957204279572,9695,0.0241975802419758,0.3244045204509864,0.265910265,0.0120443751807642,0.0075045410253678,-0.3364488956317501,-2.7341480602536787,0.1350245298389999,0.37905495625,0.277878862255,0.0398206024062182,0.0086099965299784,0.0101922433865371,"[17, 1.3, 0.4]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
0,1,1000,1,1,-9.828613,-15.550351,0,9868,0.0683931606839316,9960,0.0405959404059594,0.3185004553251293,0.3252360975,0.0140554046573998,0.0067219652558258,-0.3325558599825295,-3.319580627558258,0.1571727249749999,0.3405792522125,0.3696030128125,0.0524234017346107,0.0113805433206449,0.0090265837583973,"[14, 1.0, 0.4]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
0,2,1000,1,1,-9.622009,-11.843007,0,9899,0.0665933406659334,9656,0.0391960803919608,0.3215553543786465,0.2771149824999999,0.0140606902242383,0.0091416178369526,-0.3356160446028857,-2.862566003369526,0.1795685042640714,0.3206085735340952,0.322201544425,0.0384901669485196,0.0119022379727856,0.0087655288547055,"[15, 0.7, 0.8]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
1,2,10000,1,1,-195.54633,-366.89557,0,9849,0.0620937906209379,9959,0.035996400359964,0.256233095153733,0.25570687875,0.0171704491130024,0.0102273065752702,-9.057630329795552,-81.1132536711763,0.1397044156555476,0.291388107305,0.2877052703558333,0.0433054288745993,0.0119583190206599,0.0131764858100303,"[14, 1.1, 0.3]","[2, 0.1, 0.1]","[0, 0.0, 0.0]"
1,1,10000,1,1,-135.09949,-444.37012,0,9973,0.062993700629937,9942,0.0360963903609639,0.305361239509363,0.312293540625,0.015020191564195,0.0075441370723474,-6.618396003157319,-134.21186275776878,0.1564062280013809,0.3369204420625,0.3432328109674999,0.0416065112952104,0.0094569940769951,0.0116461132715899,"[13, 0.7, 0.6]","[1, 0.1, 0.0]","[0, 0.0, 0.0]"
1,2,1000,1,1,-106.56709,-248.93767,0,9783,0.0685931406859314,9704,0.0398960103989601,0.2895572188028077,0.44879875375,0.0175634709256012,0.005604827234028,-7.87974930648481,-83.1345655173327,0.1470211900284762,0.2376552003708333,0.3526940801875,0.0498980211509085,0.0193704364524955,0.0085557932200771,"[11, 0.4, 0.7]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
1,1,1000,1,1,-98.87785,-144.37563,0,9931,0.0607939206079392,9822,0.036996300369963,0.3173401021522006,0.376497995,0.0141952291233894,0.0090102220773949,-6.66989485290965,-39.18282347619772,0.130778670583,0.38224713625,0.3500554427833333,0.0570883984847831,0.0086182804329065,0.009638528380285,"[10, 0.7, 0.3]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
1,0,10000,1,1,-242.18839,-578.84467,0,9708,0.0535946405359464,9996,0.0297970202979702,0.3003367844000328,0.32384605125,0.0159667278301945,0.0173321150612337,-7.001692784055378,-95.5045848361044,0.1269608034723809,0.2654797218241665,0.2539374655624999,0.055560589381768,0.0150479028577935,0.0189212796641071,"[7, 0.5, 0.2]","[2, 0.1, 0.1]","[1, 0.0, 0.1]"
1,2,100,1,1,-190.32422,-176.16212,0,9972,0.0681931806819318,9860,0.0425957404259574,0.2445730892256002,0.2599954687499999,0.024576917321271,0.0187397740795098,-9.74050216839347,-75.75407978137359,0.1779485007670238,0.2319003208658333,0.2343087551916666,0.0529491458812905,0.0246506905051647,0.0150369412262074,"[10, 0.5, 0.5]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
1,1,100,1,1,-88.49128,-182.9825,0,9673,0.065993400659934,9638,0.0471952804719528,0.2883624834308135,0.24272832375,0.0169639039741909,0.0137205673472193,-7.428974261860529,-84.60380884808745,0.1889613604350714,0.32316404025,0.28640884275,0.0486308357938832,0.0115338757603833,0.0112885830191223,"[9, 0.6, 0.3]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
1,0,100,1,1,-558.0919,-362.45905,0,9270,0.0474952504749525,9916,0.0376962303769623,0.2392188475268381,0.289788225,0.0255219829972409,0.0110763315937112,-10.29007869114365,-68.46802659449412,0.17637796586,0.2530231171714047,0.2756787808125,0.0441738889046616,0.022663049247237,0.0146893799820575,"[12, 0.7, 0.5]","[1, 0.0, 0.1]","[0, 0.0, 0.0]"
1,0,1000,1,1,-267.4547,-352.74652,0,9549,0.0446955304469553,9879,0.0253974602539746,0.3147399740401398,0.25276101375,0.013710317954951,0.0108512450658651,-6.665379591509128,-65.2361660731219,0.1804914697690238,0.313916102665,0.300253064375,0.0444970307792095,0.00957366291315,0.0110657514480572,"[7, 0.4, 0.3]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
2,2,2000,1,1,-54.65501,-126.332985,0,9784,0.0503949605039496,9756,0.0332966703329667,0.2508755305476973,0.2645231824999999,0.0246486696479151,0.0331458906657612,-2.358990982563669,-24.27371524105838,0.1378232000735476,0.2607848842002856,0.232732160875,0.0431723526852776,0.0245290654566944,0.0266538933839544,"[16, 1.3, 0.3]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
2,1,2000,1,1,-54.622356,-120.05373,0,9984,0.0496950304969503,9808,0.0332966703329667,0.2379618548799005,0.258250673125,0.0227715505894288,0.0193363560188674,-2.341295249003209,-23.85958973624062,0.1385372862480714,0.2533974540625,0.22505824549,0.0433272557708615,0.0193779927100318,0.0223081466925784,"[11, 0.8, 0.3]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
2,0,2000,1,1,-198.84288,-519.1915,0,10001,0.0420957904209579,9738,0.0245975402459754,0.2416637168790165,0.4662175643749999,0.0234803618173963,0.0146071892318479,-2.3518062492764935,1974.903542057978,0.1987575241130714,0.22471028075,0.309791767375,0.0445387898282076,0.0211418751613619,0.0195520254811017,"[14, 0.6, 0.8]","[0, 0.0, 0.0]","[1, 0.1, 0.0]"
2,2,200,1,1,-53.0643,-123.70426,0,9676,0.0526947305269473,9630,0.0301969803019698,0.2622516984789624,0.2969172137499999,0.0165127043585745,0.0167712296424106,-2.361983267916946,-24.3406011511663,0.1906216003581428,0.2320100958749999,0.2526399205483333,0.043629295923741,0.0117663803284415,0.0143288546182686,"[15, 1.1, 0.4]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
2,1,200,1,1,-46.599506,-82.347984,0,9985,0.0552944705529447,9923,0.0315968403159684,0.2327748525747041,0.144123566875,0.0251959486830237,0.0328163136923585,-2.3362507802742214,-22.040928928090416,0.1587271730866904,0.2252101373275,0.210200603625,0.0458962380973291,0.0216150017714122,0.02939813585724,"[8, 0.5, 0.3]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
2,2,20,1,1,-56.137405,-121.6498,0,10001,0.0525947405259474,9465,0.035996400359964,0.3196708097941904,0.4063752124999999,0.0138808652660676,0.011633958988301,-2.430605279718757,-4.082842247126514,0.1189158131373809,0.3560477057997619,0.3462231142499999,0.0442196603282524,0.0132196028454769,0.0091528427483498,"[14, 0.9, 0.5]","[1, 0.1, 0.0]","[2, 0.2, 0.0]"
2,1,20,1,1,-47.938713,-87.74965,0,9944,0.0553944605539446,9875,0.0376962303769623,0.2417299189639536,0.0820750449999999,0.0240333456622717,0.0227030894364965,-2.343638725764192,-21.143541062827513,0.2095733603410952,0.2328528877752857,0.2320184844402619,0.0460002103270941,0.0301577906960551,0.0261390375003237,"[11, 0.8, 0.3]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
