Setup,Learning Mode,Punishment,Alpha,Beta,Task Converge,Task Fail Percentage,Safe Converge,Safe Fail Percentage,Average Time,Last Epoch Time,Average Energy,Last Epoch Energy,Average Reward,Last Epoch Reward,Average Loss,Last Epoch Loss,First 10 Avg Time,Mid 10 Avg Time,Last 10 Avg Time,First 10 Avg Energy,Mid 10 Avg Energy,Last 10 Avg Energy,First 10 Avg Reward,Mid 10 Avg Reward,Last 10 Avg Reward,First 10 Avg Loss,Mid 10 Avg Loss,Last 10 Avg Loss,"First 10 (total, task, safe) Fail","Mid 10 (total, task, safe) Fail","Last 10 (total, task, safe) Fail"
1,0,1,1,1,11,0.5148514851485149,27,0.0297029702970297,0.1012648571428571,0.1862071428571428,0.0387803172936376,0.0355146084994711,0.5699548255635052,-0.221721751356614,tensor(-0.0727),-0.1228282675147056,0.0773288095238095,0.1079788095238094,0.0994744444444444,0.0412052751216328,0.0388955517117937,0.0389096329291273,0.9814659153545576,0.7531256387643969,0.6505048115153171,0.0001679624390817,-0.1363203410524875,-0.0715957169884657,0.09,0.1,0.0780219780219779
1,0,1,1,1,11,0.5148514851485149,27,0.0297029702970297,0.1012648571428571,0.1862071428571428,0.0387803172936376,0.0355146084994711,0.5699548255635052,-0.221721751356614,tensor(-0.0727),-0.1228282675147056,0.0773288095238095,0.1079788095238094,0.0994744444444444,0.0412052751216328,0.0388955517117937,0.0389096329291273,0.9814659153545576,0.7531256387643969,0.6505048115153171,0.0001679624390817,-0.1363203410524875,-0.0715957169884657,0.09,0.09,0.0747252747252746
1,0,1,1,1,11,0.5148514851485149,27,0.0297029702970297,0.1012648571428571,0.1862071428571428,0.0387803172936376,0.0355146084994711,0.5699548255635052,-0.221721751356614,tensor(-0.0727),-0.1228282675147056,0.0773288095238095,0.1079788095238094,0.0994744444444444,0.0412052751216328,0.0388955517117937,0.0389096329291273,0.9814659153545576,0.7531256387643969,0.6505048115153171,0.0001679624390817,-0.1363203410524875,-0.0715957169884657,0.0,0.01,0.0032967032967032
1,0,1,1,1,1,0.5148514851485149,10,0.0495049504950495,0.1032680833333333,0.1614166666666666,0.0383811498622934,0.029430034152631,0.7183507668043732,-0.1908467008192977,tensor(-0.0916),-0.0955923050642013,0.1016248809523809,0.0859059523809523,0.1005749867724867,0.037617216128482,0.0412752302235358,0.0389418925786552,0.7607579029191369,1.172818817395512,0.7382608984266358,0.0234907381411176,-0.1822026174515486,-0.0829970635098612,0.09,0.13,0.0868131868131868
1,0,1,1,1,1,0.5148514851485149,10,0.0495049504950495,0.1032680833333333,0.1614166666666666,0.0383811498622934,0.029430034152631,0.7183507668043732,-0.1908467008192977,tensor(-0.0916),-0.0955923050642013,0.1016248809523809,0.0859059523809523,0.1005749867724867,0.037617216128482,0.0412752302235358,0.0389418925786552,0.7607579029191369,1.172818817395512,0.7382608984266358,0.0234907381411176,-0.1822026174515486,-0.0829970635098612,0.09,0.13,0.0802197802197802
1,0,1,1,1,1,0.5148514851485149,10,0.0495049504950495,0.1032680833333333,0.1614166666666666,0.0383811498622934,0.029430034152631,0.7183507668043732,-0.1908467008192977,tensor(-0.0916),-0.0955923050642013,0.1016248809523809,0.0859059523809523,0.1005749867724867,0.037617216128482,0.0412752302235358,0.0389418925786552,0.7607579029191369,1.172818817395512,0.7382608984266358,0.0234907381411176,-0.1822026174515486,-0.0829970635098612,0.0,0.0,0.0065934065934065
1,1,1,1,1,0,0.594059405940594,5,0.0396039603960396,0.1051327857142856,0.1393749999999999,0.0391111151613409,0.026554241454247,0.7257560991243733,1.8340707585457523,tensor(-0.0356),-0.1944694072008133,0.0952185714285714,0.1106036904761904,0.1062052116402116,0.0399476170036137,0.0395438891196738,0.0396111209105247,1.0648338115678149,0.5498524204041356,0.6764058896714858,0.0003814760653767,-0.039298469480127,-0.0257484918912976,0.1,0.06,0.0813186813186813
1,1,1,1,1,0,0.594059405940594,5,0.0396039603960396,0.1051327857142856,0.1393749999999999,0.0391111151613409,0.026554241454247,0.7257560991243733,1.8340707585457523,tensor(-0.0356),-0.1944694072008133,0.0952185714285714,0.1106036904761904,0.1062052116402116,0.0399476170036137,0.0395438891196738,0.0396111209105247,1.0648338115678149,0.5498524204041356,0.6764058896714858,0.0003814760653767,-0.039298469480127,-0.0257484918912976,0.1,0.05,0.078021978021978
1,1,1,1,1,0,0.594059405940594,5,0.0396039603960396,0.1051327857142856,0.1393749999999999,0.0391111151613409,0.026554241454247,0.7257560991243733,1.8340707585457523,tensor(-0.0356),-0.1944694072008133,0.0952185714285714,0.1106036904761904,0.1062052116402116,0.0399476170036137,0.0395438891196738,0.0396111209105247,1.0648338115678149,0.5498524204041356,0.6764058896714858,0.0003814760653767,-0.039298469480127,-0.0257484918912976,0.0,0.01,0.0032967032967032
1,2,1,1,1,1,0.5445544554455446,7,0.0396039603960396,0.0974712976190476,0.0589571428571428,0.0419060045932433,0.0823457422873965,0.7206226977877089,-0.1413028851445394,tensor(-0.0307),-0.0067639090120792,0.0961142857142857,0.0945203571428571,0.0984059126984127,0.0437094005062314,0.0360180746058071,0.041258281301008,0.5601763137794828,0.4694615682513356,0.7158913615561349,0.0005391697399318,-0.0356893454911187,-0.0276312495012664,0.0699999999999999,0.06,0.0846153846153846
