Setup,Learning Mode,Punishment,Alpha,Beta,Average Loss,Last Epoch Loss,Task Converge,Task Fail Percentage,Safe Converge,Safe Fail Percentage,Average Time,Last Epoch Time,Average Energy,Last Epoch Energy,Average Reward,Last Epoch Reward,First 10 Avg Time,Mid 10 Avg Time,Last 10 Avg Time,First 10 Avg Energy,Mid 10 Avg Energy,Last 10 Avg Energy,First 10 Avg Reward,Mid 10 Avg Reward,Last 10 Avg Reward,First 10 Avg Loss,Mid 10 Avg Loss,Last 10 Avg Loss,"First 10 (total, task, safe) Fail","Mid 10 (total, task, safe) Fail","Last 10 (total, task, safe) Fail"
1,1,0,1,1,0.43014058470726013,0.38693392276763916,49,0.1898620275944811,23,0.036192761447710456,0.4442644383180683,0.5,0.007972194082690173,0.003806578299395376,0.45223663240076306,0.5038065782993952,0.15070619047619047,0.5,0.444208652549199,0.03581135721313144,0.0037979824104242997,0.007976388103121047,0.18651754768932188,0.5037979824104242,0.45218504065232,0.40647571682929995,0.4360235959291458,0.430257523384088,[0.06 0.06 0.  ],[0.01 0.01 0.  ],[0.0295036  0.02580064 0.00370296]
