Setup,Learning Mode,Punishment,Alpha,Beta,Average Loss,Last Epoch Loss,is Loss min,Task Converge,Task Fail Percentage,Safe Converge,Safe Fail Percentage,Average Time,Last Epoch Time,Average Power,Last Epoch Power,Average Reward,Total Reward,First 10 Avg Time,Mid 10 Avg Time,Last 10 Avg Time,First 10 Avg Power,Mid 10 Avg Power,Last 10 Avg Power,"First 10 (total, task, safe) Fail","Mid 10 (total, task, safe) Fail","Last 10 (total, task, safe) Fail"
00,1,20,1,1,-3.3353195,-7.247651,0,9985,0.20127987201279873,9186,0.0216978302169783,0.06215388796348897,0.0305362162,5.1924773620254765,5.979904807481513,-0.160686552421328,-1.8505445304364965,0.18160962932666663,0.048145304848333334,0.028193893368333334,1.84260644494396,5.9865012641616175,6.515986433267028,"[10, 0.9, 0.1]","[1, 0.1, 0.0]","[0, 0.0, 0.0]"
